"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","목재생산업구분코드명","목재생산업종류명","취급목재제품","인력보유현황","년간생산량","자본금","상태구분명",
"313","원목생산업","09_27_02_P","5710000","571000090202500005","2025-05-26","","02","휴업","2","휴업","","","","","","","","","충청북도 청주시 청원구 오창읍 탑기암길 52-33","28131","***","2026-02-11 10:59:55","U","2026-02-13 02:40:00","","239989.436510847","357037.441443414","원목생산업","2종","원목","기술교육 1명","6000","12","휴업",
"314","원목생산업","09_27_02_P","3680000","368000090202500001","2025-04-22","","01","영업/정상","1","정상","","","","","","","","대전광역시 대덕구 오정동 449-12","대전광역시 대덕구 한남로 115, 2층 (오정동)","34435","태산임업","2026-02-11 11:24:00","U","2026-02-13 02:40:00","","237357.006616173","316538.174899033","원목생산업","2종","원목, 미이용 산림바이오매스","1","0","10","영업",
"315","원목생산업","09_27_02_P","5710000","571000090202500002","2025-03-31","","02","휴업","2","휴업","","","","","","","","충청북도 청주시 흥덕구 가경동 1554 태경빌딩","충청북도 청주시 흥덕구 가경로 8-1, 태경빌딩 5층 5464호 (가경동)","28409","***","2026-02-11 11:00:21","U","2026-02-13 02:40:00","","239656.578868217","346277.541044043","원목생산업","2종","","원목생산업과정 교육수료(전시균)","0","10","휴업",
"316","원목생산업","09_27_02_P","4840000","484000090202600001","2026-02-10","","01","영업/정상","1","정상","","","","","061-761-4247","","","","전라남도 광양시 광양읍 서북로 46, 304호","57739","***","2026-02-12 10:04:33","I","2026-02-14 00:20:02","","252692.762539128","164131.015784521","원목생산업","1종","","2명","0","50","영업",
"317","원목생산업","09_27_02_P","5690000","569000090201800001","2018-01-16","","01","영업/정상","1","정상","","","","","044-866-9631","","","세종특별자치시 금남면 용포리 238-8","세종특별자치시 금남면 성덕영곡길 16","30083","금남임업","2026-02-12 13:17:40","U","2026-02-14 02:40:00","","224789.940660881","328916.352872856","원목생산업","2종","","","0","10","영업",
"318","원목생산업","09_27_02_P","5690000","569000090201300005","2013-10-28","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 조치원읍 신안리 1통세종e편한세상아파트 106동 905호","세종특별자치시 조치원읍 섭골길 59,106동 905호 (세종e편한세상아파트)","339-753","그린리더","2026-02-12 14:47:12","U","2026-02-14 02:40:00","","225391.513016663","346058.623926083","원목생산업","2종","","","0","10","영업",
"319","원목생산업","09_27_02_P","5690000","569000090201800004","2018-08-30","","01","영업/정상","1","정상","","","","","","","","","세종특별자치시 조치원읍 산막길 17, 103동 802호 (우방유쉘아파트)","30034","***","2026-02-12 10:52:36","U","2026-02-14 02:40:00","","226330.303400507","343632.776461136","원목생산업","2종","원목","","0","0","영업",
"320","원목생산업","09_27_02_P","5690000","569000090201300001","2013-08-06","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 전의면 신정리 254","세종특별자치시 전의면 양달말길 36-10","30003","천복임업","2026-02-12 13:19:20","U","2026-02-14 02:40:00","","219923.820187236","354646.650222148","원목생산업","2종","","","5000","10","영업",
"321","원목생산업","09_27_02_P","5690000","569000090201500002","2015-07-27","","03","폐업","3","폐업","","","","","","","","세종특별자치시 도담동 651 도램마을 12단지","세종특별자치시 보듬4로 19, 1204동 101호 (도담동, 도램마을 12단지)","30098","청솔임업","2026-02-12 13:22:22","U","2026-02-14 02:40:00","","223392.105915558","334758.058421944","원목생산업","2종","","","0","0","폐업",
"322","원목생산업","09_27_02_P","5690000","569000090201900003","2019-04-05","","01","영업/정상","1","정상","","","","","","","","","세종특별자치시 보듬2로 42, 1403동 301호 (도담동, 도램마을14단지)","30098","***","2026-02-12 10:53:04","U","2026-02-14 02:40:00","","223751.732327387","334352.12089004","원목생산업","2종","원목","","0","10","영업",
"323","원목생산업","09_27_02_P","5690000","569000090201300010","2013-11-29","","01","영업/정상","1","정상","","","","","","","","","세종특별자치시 전동면 삼송정길 24","","세종임산","2026-02-12 13:21:43","U","2026-02-14 02:40:00","","222957.438843206","351448.256435163","원목생산업","2종","","","0","10","영업",
"324","원목생산업","09_27_02_P","5690000","569000090201300011","2013-12-03","","01","영업/정상","1","정상","","","","","","","","","세종특별자치시 금남면 용포중앙1길 19","","세종임업","2026-02-12 14:48:00","U","2026-02-14 02:40:00","","225319.821654415","329398.965857971","원목생산업","2종","","","0","20","영업",
"325","원목생산업","09_27_02_P","5690000","569000090201600002","2016-03-14","","03","폐업","3","폐업","","","","","","","","","세종특별자치시 보듬2로 42, 1403동 301호 (도담동)","","대성임업","2026-02-12 13:22:58","U","2026-02-14 02:40:00","","223751.732327387","334352.12089004","원목생산업","2종","","","0","0","폐업",
"326","원목생산업","09_27_02_P","5690000","569000090201700002","2017-07-05","","01","영업/정상","1","정상","","","","","","","","","세종특별자치시 전동면 솔티로 342","","천도임업","2026-02-12 14:49:02","U","2026-02-14 02:40:00","","219454.156744676","347392.717129592","원목생산업","2종","","교육이수(이준익)","5000","10","영업",
"327","원목생산업","09_27_02_P","5690000","569000090201700004","2017-12-15","","01","영업/정상","1","정상","","","","","044-863-3732","","","세종특별자치시 전의면 신흥리 42-2","세종특별자치시 전의면 사시리길 51-1","30006","세종표고","2026-02-12 13:24:46","U","2026-02-14 02:40:00","","216866.832806431","351813.746647226","원목생산업","2종","","교육이수(서광수)","0","10","영업",
"328","원목생산업","09_27_02_P","4241000","424100090201300005","2013-10-01","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 삼척시 당저동 124-5","강원특별자치도 삼척시 당저길 39 (당저동)","245-939","삼척임업","2026-02-12 16:21:43","U","2026-02-14 02:40:00","","391234.60950201","440460.043431041","원목생산업","2종","원목","","0","65","영업",
"329","원목생산업","09_27_02_P","5090000","509000090201900002","2019-10-21","","01","영업/정상","1","정상","","","","","054-633-6623","","","경상북도 영주시 상망동 493-2 대영가스충전소","경상북도 영주시 원당로 358, 대영가스충전소 (상망동)","36065","박재역(한국임업)","2026-02-12 12:52:05","U","2026-02-14 02:40:00","","346659.310254989","371839.615302135","원목생산업","2종","원목","1명","0","10","영업",
"330","원목생산업","09_27_02_P","4241000","424100090201600004","2016-06-30","","01","영업/정상","1","정상","","","","","0335749234","","","","강원특별자치도 삼척시 미로면 준경길 173 (서림산업)","25905","서림산업(주)","2026-02-12 16:22:49","U","2026-02-14 02:40:00","","","","원목생산업","1종","제재목","","65000","300","영업",
"331","원목생산업","09_27_02_P","5090000","509000090202400001","2024-03-08","","01","영업/정상","1","정상","","","","","","","","경상북도 영주시 장수면 반구리 838-10","경상북도 영주시 장수면 반구로 55","36145","영주국유림영림단사회적협동조합","2026-02-12 13:13:45","U","2026-02-14 02:40:00","","341324.15737045","364676.676965023","원목생산업","1종","원목","","0","0","영업",
"332","원목생산업","09_27_02_P","5090000","509000090202400002","2024-03-15","","03","폐업","3","폐업","","","","","","","","경상북도 영주시 장수면 반구리 838-10","경상북도 영주시 장수면 반구로 55","36145","영주국유림영림단사회적협동조합","2026-02-12 13:11:13","U","2026-02-14 02:40:00","","341324.15737045","364676.676965023","원목생산업","2종","","","0","0","폐업",
"333","원목생산업","09_27_02_P","5090000","509000090202400003","2024-03-15","","01","영업/정상","1","정상","","","","","","","","경상북도 영주시 장수면 반구리 838-10","경상북도 영주시 장수면 반구로 55","36145","영주국유림영림단사회적협동조합","2026-02-12 13:15:37","U","2026-02-14 02:40:00","","341324.15737045","364676.676965023","원목생산업","2종","원목","","0","0","영업",
"334","원목생산업","09_27_02_P","4211000","421100090201300002","2013-09-06","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 동해시 도새뚝1길 20-2 (효가동)","240-160","양지임업","2026-02-12 18:16:46","U","2026-02-14 02:40:00","","386744.863471934","445964.962920658","원목생산업","2종","원목","","0","0","폐업",
"335","원목생산업","09_27_02_P","5090000","509000090202200002","2022-08-10","","01","영업/정상","1","정상","","","","","","","","","경상북도 영주시 번영로50번길 13-10(휴천동, 동부3차아파트)","36162","***","2026-02-12 13:01:58","U","2026-02-14 02:40:00","","345349.863033418","369610.332359747","원목생산업","2종","원목","1명","0","10","영업",
"336","원목생산업","09_27_02_P","5690000","569000090202100003","2021-10-19","","03","폐업","3","폐업","","","","","044-862-3197","","","세종특별자치시 보람동 721 스마트허브Ⅱ7층 708A호","세종특별자치시 한누리대로 2144, 스마트허브Ⅱ 7층 708A호 (보람동)","30151","(주)재형에너지","2026-02-12 10:47:32","U","2026-02-14 02:40:00","","225735.386482451","330901.489436943","원목생산업","2종","원목","1명","0","50","폐업",
"337","원목생산업","09_27_02_P","5690000","569000090202400002","2024-05-28","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 연서면 성제리 206-2","세종특별자치시 연서면 도신고복로 1218-39","30043","아름다운조경","2026-02-12 13:55:11","U","2026-02-14 02:40:00","","223101.051196128","343683.080760093","원목생산업","2종","","","0","0","영업",
"338","원목생산업","09_27_02_P","5090000","509000090202500004","2025-07-29","","01","영업/정상","1","정상","","","","","","","","","경상북도 영주시 선비로 129-6 (휴천동)","36104","***","2026-02-12 13:20:13","U","2026-02-14 02:40:00","","344605.379054165","369560.136532347","원목생산업","2종","원목","","0","0","영업",
"339","원목생산업","09_27_02_P","5090000","509000090202600001","2026-02-10","","03","폐업","3","폐업","","","","","","","","경상북도 영주시 장수면 반구리 838-10","경상북도 영주시 장수면 반구로 55","36145","영주국유림영림단사회적협동조합","2026-02-12 13:15:09","U","2026-02-14 02:40:00","","341324.15737045","364676.676965023","원목생산업","2종","원목","","0","0","폐업",
"340","원목생산업","09_27_02_P","5090000","509000090202500001","2025-04-03","","01","영업/정상","1","정상","","","","","","","","","경상북도 영주시 광복로 106 (하망동)","36081","***","2026-02-12 13:18:36","U","2026-02-14 02:40:00","","345364.983955367","370781.010871096","원목생산업","2종","원목","","0","0","영업",
"341","원목생산업","09_27_02_P","5690000","569000090202600003","2026-02-13","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 연서면 청라리 121","세종특별자치시 연서면 양대길 9","30041","세종임업","2026-02-13 09:26:57","I","2026-02-15 00:20:02","","218726.382498323","343730.904604739","원목생산업","2종","원목","1명","0","50","영업",
"342","원목생산업","09_27_02_P","4440000","444000090201300006","2013-10-09","","01","영업/정상","1","정상","","","","","","","","충청북도 영동군 영동읍 동정리 143","충청북도 영동군 영동읍 동정로 47, 103동 601호 (영동가마실휴먼시아)","370-803","가리농장","2026-02-13 11:37:31","U","2026-02-15 02:40:00","","270731.941807412","297489.139717315","원목생산업","2종","원목","1","5000","10","영업",
"343","원목생산업","09_27_02_P","4440000","444000090201300007","2013-10-10","","01","영업/정상","1","정상","","","","","","","","","충청북도 영동군 상촌면 대해길 194","370-883","대해벌목","2026-02-13 11:39:02","U","2026-02-15 02:40:00","","280998.684546324","288422.96873307","원목생산업","2종","원목","1","5000","10","영업",
"344","원목생산업","09_27_02_P","5540000","554000090201600003","2016-04-05","","01","영업/정상","1","정상","","","","","","","","경기도 광주시 도척면 추곡리 184-1","경기도 광주시 도척면 도척로 1054","12819","***","2026-02-13 13:29:09","U","2026-02-15 02:40:00","","226275.810486894","419781.087757654","원목생산업","2종","원목 및 화목","","100","10","영업",
"345","원목생산업","09_27_02_P","5540000","554000090201700002","2017-01-25","","01","영업/정상","1","정상","","","","","","","","","경기도 광주시 광주대로105번길 19 (송정동)","","오성임업엔지니어링","2026-02-13 13:57:06","U","2026-02-15 02:40:00","","222757.335922523","434902.846380474","원목생산업","1종","원목(제재목) 펄프목, 숯목, 표고목, 화목","","0","0","영업",
"346","원목생산업","09_27_02_P","5141000","514100090201900001","2019-10-08","","03","폐업","3","폐업","","","","","054-383-2004","","","대구광역시 군위군 군위읍 서부리 429-1","대구광역시 군위군 군위읍 중앙5길 11","","군위군산림조합","2026-02-13 13:07:27","U","2026-02-15 02:40:00","","340741.864103355","305358.001176055","원목생산업","1종","","산림공학기술자 고급2인","0","3413","폐업",
"347","원목생산업","09_27_02_P","5690000","569000090202200004","2022-12-20","","01","영업/정상","1","정상","","","","","","","","세종특별자치시 조치원읍 남리 423-1","세종특별자치시 조치원읍 장안길 113","30035","서진임업","2026-02-13 09:11:31","U","2026-02-15 02:40:00","","226869.736009806","343856.896134162","원목생산업","2종","화목,펄프","교육이수","5000","11","영업",
